                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.0573,                 3.7353,                 1.1271,                0.00903,                0.07252,                  0.006,                0.00201,                 3.7266,                 30.987,                  1.122,             0.00019583,             0.00019583,             0.00019583
